Year,region,crop,price_fcfa_kg,price_usd_t,price_usd_kg,usd_from_fcfa_kg,usd_kg,cpi,deflator,usd_kg_real
2029,Centrale,sorgho,280.6,467.6,0.4676,0.46766666666666673,0.4676,,1.0,0.4676
2030,Centrale,sorgho,276.2,460.4,0.4604,0.4603333333333333,0.4604,,1.0,0.4604
2015,Centrale,mil,224.8,374.7,0.3747,0.3746666666666667,0.3747,111.179750599295,1.7387064796489142,0.21550503456780165
2016,Centrale,mil,246.5,410.8,0.4108,0.41083333333333333,0.4108,112.608909002895,1.7610566554982903,0.2332690426042905
2017,Centrale,mil,256.3,427.1,0.42710000000000004,0.4271666666666667,0.42710000000000004,111.503213533868,1.743765018611601,0.24492979010443755
2018,Centrale,mil,252.3,420.6,0.42060000000000003,0.42050000000000004,0.42060000000000003,112.537690648103,1.7599428931964383,0.2389850270857932
2019,Centrale,mil,240.1,400.1,0.4001,0.40016666666666667,0.4001,113.296929295441,1.7718163966771596,0.22581346506914718
2020,Centrale,mil,256.5,427.5,0.4275,0.4275,0.4275,115.222166604613,1.8019246004307703,0.2372463308940903
2021,Centrale,mil,258.6,431.0,0.431,0.43100000000000005,0.431,120.045614301505,1.8773570395181713,0.22957806689270854
2022,Centrale,mil,289.1,481.9,0.4819,0.4818333333333334,0.4819,129.610336993973,2.0269368436803203,0.23774791084512112
2023,Centrale,mil,288.8,481.4,0.4814,0.48133333333333334,0.4814,136.725018664212,2.138201197611713,0.22514251724192513
2024,Centrale,mil,308.5,514.2,0.5142,0.5141666666666667,0.5142,140.63893740649,2.199409788576669,0.23378999342035325
2025,Centrale,mil,288.7,481.2,0.48119999999999996,0.48116666666666663,0.48119999999999996,,1.0,0.48119999999999996
2026,Centrale,mil,301.4,502.3,0.5023,0.5023333333333333,0.5023,,1.0,0.5023
2027,Centrale,mil,309.8,516.3,0.5163,0.5163333333333333,0.5163,,1.0,0.5163
2028,Centrale,mil,323.2,538.7,0.5387000000000001,0.5386666666666666,0.5387000000000001,,1.0,0.5387000000000001
2029,Centrale,mil,315.9,526.6,0.5266000000000001,0.5265,0.5266000000000001,,1.0,0.5266000000000001
2030,Centrale,mil,318.8,531.3,0.5313,0.5313333333333333,0.5313,,1.0,0.5313
2015,Centrale,manioc,127.4,212.3,0.21230000000000002,0.21233333333333335,0.21230000000000002,111.179750599295,1.7387064796489142,0.12210226538229062
2016,Centrale,manioc,118.1,196.8,0.1968,0.19683333333333333,0.1968,112.608909002895,1.7610566554982903,0.11175108954363283
2017,Centrale,manioc,139.0,231.7,0.2317,0.23166666666666666,0.2317,111.503213533868,1.743765018611601,0.13287340755607158
2018,Centrale,manioc,140.9,234.9,0.2349,0.23483333333333334,0.2349,112.537690648103,1.7599428931964383,0.13347023980611702
2019,Centrale,manioc,150.9,251.6,0.2516,0.2515,0.2516,113.296929295441,1.7718163966771596,0.14200116923618453
2020,Centrale,manioc,148.7,247.9,0.2479,0.24783333333333332,0.2479,115.222166604613,1.8019246004307703,0.1375751238096959
2021,Centrale,manioc,146.7,244.5,0.2445,0.24449999999999997,0.2445,120.045614301505,1.8773570395181713,0.13023628156674533
2022,Centrale,manioc,152.4,254.0,0.254,0.254,0.254,129.610336993973,2.0269368436803203,0.1253122418648283
2023,Centrale,manioc,150.1,250.2,0.2502,0.25016666666666665,0.2502,136.725018664212,2.138201197611713,0.11701424556279531
2024,Centrale,manioc,151.0,251.6,0.2516,0.25166666666666665,0.2516,140.63893740649,2.199409788576669,0.1143943258353965
2025,Centrale,manioc,157.7,262.9,0.26289999999999997,0.2628333333333333,0.26289999999999997,,1.0,0.26289999999999997
2026,Centrale,manioc,156.0,260.0,0.26,0.26,0.26,,1.0,0.26
2027,Centrale,manioc,173.9,289.9,0.2899,0.28983333333333333,0.2899,,1.0,0.2899
2028,Centrale,manioc,181.5,302.5,0.3025,0.3025,0.3025,,1.0,0.3025
2029,Centrale,manioc,181.8,303.1,0.30310000000000004,0.303,0.30310000000000004,,1.0,0.30310000000000004
2030,Centrale,manioc,192.8,321.3,0.32130000000000003,0.32133333333333336,0.32130000000000003,,1.0,0.32130000000000003
2015,Centrale,igname,207.5,345.8,0.3458,0.3458333333333333,0.3458,111.179750599295,1.7387064796489142,0.19888348266225198
2016,Centrale,igname,208.7,347.9,0.3479,0.3478333333333333,0.3479,112.608909002895,1.7610566554982903,0.19755184985889157
2017,Centrale,igname,211.6,352.6,0.3526,0.3526666666666667,0.3526,111.503213533868,1.743765018611601,0.20220614373876064
2018,Centrale,igname,212.7,354.4,0.3544,0.3545,0.3544,112.537690648103,1.7599428931964383,0.20137017023111056
2019,Centrale,igname,219.8,366.4,0.3664,0.36633333333333334,0.3664,113.296929295441,1.7718163966771596,0.2067934356444277
2020,Centrale,igname,252.0,420.0,0.42,0.42,0.42,115.222166604613,1.8019246004307703,0.23308411456261505
2021,Centrale,igname,234.1,390.2,0.3902,0.39016666666666666,0.3902,120.045614301505,1.8773570395181713,0.20784538677850317
2022,Centrale,igname,263.0,438.3,0.4383,0.43833333333333335,0.4383,129.610336993973,2.0269368436803203,0.2162376205092687
2023,Centrale,igname,239.1,398.6,0.3986,0.39849999999999997,0.3986,136.725018664212,2.138201197611713,0.1864183784225828
2024,Centrale,igname,245.7,409.5,0.4095,0.4095,0.4095,140.63893740649,2.199409788576669,0.18618631331317514
2025,Centrale,igname,268.6,447.6,0.4476,0.4476666666666667,0.4476,,1.0,0.4476
2026,Centrale,igname,283.4,472.3,0.4723,0.47233333333333327,0.4723,,1.0,0.4723
2027,Centrale,igname,284.3,473.8,0.4738,0.47383333333333333,0.4738,,1.0,0.4738
2028,Centrale,igname,295.9,493.2,0.49319999999999997,0.49316666666666664,0.49319999999999997,,1.0,0.49319999999999997
2029,Centrale,igname,311.8,519.7,0.5197,0.5196666666666667,0.5197,,1.0,0.5197
2030,Centrale,igname,311.6,519.4,0.5194,0.5193333333333334,0.5194,,1.0,0.5194
2015,Centrale,soja,230.9,384.9,0.38489999999999996,0.38483333333333336,0.38489999999999996,111.179750599295,1.7387064796489142,0.2213714646521133
2016,Centrale,soja,232.2,386.9,0.38689999999999997,0.38699999999999996,0.38689999999999997,112.608909002895,1.7610566554982903,0.2196976450428432
2017,Centrale,soja,233.8,389.6,0.3896,0.38966666666666666,0.3896,111.503213533868,1.743765018611601,0.22342459898077466
2018,Centrale,soja,240.8,401.3,0.4013,0.4013333333333334,0.4013,112.537690648103,1.7599428931964383,0.22801876217196576
2019,Centrale,soja,278.7,464.5,0.4645,0.46449999999999997,0.4645,113.296929295441,1.7718163966771596,0.2621603462249909
2020,Centrale,soja,286.5,477.5,0.4775,0.4775,0.4775,115.222166604613,1.8019246004307703,0.2649944397705921
2021,Centrale,soja,293.9,489.8,0.4898,0.4898333333333333,0.4898,120.045614301505,1.8773570395181713,0.26089869411612215
2022,Centrale,soja,305.0,508.4,0.5084,0.5083333333333333,0.5084,129.610336993973,2.0269368436803203,0.2508218258428296
2023,Centrale,soja,304.5,507.6,0.5076,0.5075,0.5076,136.725018664212,2.138201197611713,0.2373958075446639
2024,Centrale,soja,322.0,536.7,0.5367000000000001,0.5366666666666666,0.5367000000000001,140.63893740649,2.199409788576669,0.2440200106353629
2025,Centrale,soja,308.6,514.4,0.5144,0.5143333333333334,0.5144,,1.0,0.5144
2026,Centrale,soja,331.2,552.0,0.552,0.5519999999999999,0.552,,1.0,0.552
2027,Centrale,soja,311.0,518.4,0.5184,0.5183333333333333,0.5184,,1.0,0.5184
2028,Centrale,soja,335.1,558.5,0.5585,0.5585,0.5585,,1.0,0.5585
2029,Centrale,soja,346.6,577.6,0.5776,0.5776666666666667,0.5776,,1.0,0.5776
2030,Centrale,soja,329.3,548.8,0.5488,0.5488333333333334,0.5488,,1.0,0.5488
2015,Centrale,arachide,330.1,550.1,0.5501,0.5501666666666667,0.5501,111.179750599295,1.7387064796489142,0.31638462640978837
2016,Centrale,arachide,322.0,536.7,0.5367000000000001,0.5366666666666666,0.5367000000000001,112.608909002895,1.7610566554982903,0.30476021218530364
2017,Centrale,arachide,372.9,621.5,0.6215,0.6214999999999999,0.6215,111.503213533868,1.743765018611601,0.35641270088950583
2018,Centrale,arachide,362.4,604.0,0.604,0.604,0.604,112.537690648103,1.7599428931964383,0.3431929537798837
2019,Centrale,arachide,349.3,582.1,0.5821000000000001,0.5821666666666667,0.5821000000000001,113.296929295441,1.7718163966771596,0.32853291181392297
2020,Centrale,arachide,366.3,610.5,0.6105,0.6105,0.6105,115.222166604613,1.8019246004307703,0.3388044093820869
2021,Centrale,arachide,412.5,687.4,0.6874,0.6875,0.6874,120.045614301505,1.8773570395181713,0.3661530468260971
2022,Centrale,arachide,408.6,681.0,0.681,0.681,0.681,129.610336993973,2.0269368436803203,0.33597494767696096
2023,Centrale,arachide,415.9,693.2,0.6932,0.6931666666666666,0.6932,136.725018664212,2.138201197611713,0.3241977419029965
2024,Centrale,arachide,410.4,684.1,0.6841,0.6839999999999999,0.6841,140.63893740649,2.199409788576669,0.31103799007947036
2025,Centrale,arachide,439.5,732.5,0.7325,0.7325,0.7325,,1.0,0.7325
2026,Centrale,arachide,409.3,682.1,0.6821,0.6821666666666667,0.6821,,1.0,0.6821
2027,Centrale,arachide,462.4,770.6,0.7706000000000001,0.7706666666666666,0.7706000000000001,,1.0,0.7706000000000001
2028,Centrale,arachide,495.8,826.3,0.8262999999999999,0.8263333333333334,0.8262999999999999,,1.0,0.8262999999999999
2029,Centrale,arachide,488.9,814.8,0.8148,0.8148333333333333,0.8148,,1.0,0.8148
2030,Centrale,arachide,476.0,793.4,0.7934,0.7933333333333333,0.7934,,1.0,0.7934
2015,Centrale,palme,78.8,131.3,0.1313,0.13133333333333333,0.1313,111.179750599295,1.7387064796489142,0.07551590883040395
2016,Centrale,palme,91.5,152.5,0.1525,0.1525,0.1525,112.608909002895,1.7610566554982903,0.0865957375782724
2017,Centrale,palme,89.0,148.4,0.1484,0.14833333333333334,0.1484,111.503213533868,1.743765018611601,0.08510320967337516
2018,Centrale,palme,100.0,166.6,0.1666,0.16666666666666666,0.1666,112.537690648103,1.7599428931964383,0.09466216241676924
2019,Centrale,palme,92.6,154.3,0.15430000000000002,0.15433333333333332,0.15430000000000002,113.296929295441,1.7718163966771596,0.08708577270724673
2020,Centrale,palme,99.4,165.6,0.1656,0.16566666666666668,0.1656,115.222166604613,1.8019246004307703,0.09190173659897392
2021,Centrale,palme,103.9,173.2,0.1732,0.17316666666666666,0.1732,120.045614301505,1.8773570395181713,0.09225735773971488
2022,Centrale,palme,100.9,168.2,0.1682,0.1681666666666667,0.1682,129.610336993973,2.0269368436803203,0.08298235858922882
2023,Centrale,palme,102.5,170.8,0.1708,0.17083333333333334,0.1708,136.725018664212,2.138201197611713,0.07988022838579313
2024,Centrale,palme,109.1,181.9,0.1819,0.18183333333333332,0.1819,140.63893740649,2.199409788576669,0.08270400584045558
2025,Centrale,palme,108.6,181.0,0.181,0.181,0.181,,1.0,0.181
2026,Centrale,palme,108.7,181.1,0.18109999999999998,0.18116666666666667,0.18109999999999998,,1.0,0.18109999999999998
2027,Centrale,palme,125.7,209.5,0.2095,0.2095,0.2095,,1.0,0.2095
2028,Centrale,palme,125.7,209.5,0.2095,0.2095,0.2095,,1.0,0.2095
2029,Centrale,palme,131.7,219.4,0.2194,0.21949999999999997,0.2194,,1.0,0.2194
2030,Centrale,palme,127.1,211.9,0.2119,0.21183333333333332,0.2119,,1.0,0.2119
2015,Centrale,coton,265.0,441.6,0.44160000000000005,0.44166666666666665,0.44160000000000005,111.179750599295,1.7387064796489142,0.253981914238434
2016,Centrale,coton,267.7,446.2,0.4462,0.44616666666666666,0.4462,112.608909002895,1.7610566554982903,0.25337061054049276
2017,Centrale,coton,259.6,432.7,0.4327,0.4326666666666667,0.4327,111.503213533868,1.743765018611601,0.2481412319789045
2018,Centrale,coton,276.1,460.1,0.4601,0.4601666666666667,0.4601,112.537690648103,1.7599428931964383,0.2614289371425902
2019,Centrale,coton,262.8,438.0,0.438,0.438,0.438,113.296929295441,1.7718163966771596,0.24720394326489994
2020,Centrale,coton,266.7,444.5,0.4445,0.4445,0.4445,115.222166604613,1.8019246004307703,0.24668068791210093
2021,Centrale,coton,311.6,519.3,0.5193,0.5193333333333334,0.5193,120.045614301505,1.8773570395181713,0.27661227410065786
2022,Centrale,coton,308.2,513.7,0.5137,0.5136666666666666,0.5137,129.610336993973,2.0269368436803203,0.2534366088423713
2023,Centrale,coton,334.7,557.8,0.5578,0.5578333333333333,0.5578,136.725018664212,2.138201197611713,0.26087348591098014
2024,Centrale,coton,329.2,548.7,0.5487000000000001,0.5486666666666666,0.5487000000000001,140.63893740649,2.199409788576669,0.2494760198167014
2025,Centrale,coton,340.0,566.7,0.5667000000000001,0.5666666666666667,0.5667000000000001,,1.0,0.5667000000000001
2026,Centrale,coton,333.0,555.0,0.555,0.555,0.555,,1.0,0.555
2027,Centrale,coton,355.0,591.6,0.5916,0.5916666666666667,0.5916,,1.0,0.5916
2028,Centrale,coton,349.3,582.2,0.5822,0.5821666666666667,0.5822,,1.0,0.5822
2029,Centrale,coton,339.1,565.1,0.5651,0.5651666666666667,0.5651,,1.0,0.5651
2030,Centrale,coton,393.8,656.3,0.6563,0.6563333333333333,0.6563,,1.0,0.6563
2015,Centrale,noix_de_cajou,375.9,626.5,0.6265,0.6265,0.6265,111.179750599295,1.7387064796489142,0.3603253380216913
2016,Centrale,noix_de_cajou,412.4,687.3,0.6872999999999999,0.6873333333333332,0.6872999999999999,112.608909002895,1.7610566554982903,0.390277052049486
2017,Centrale,noix_de_cajou,381.7,636.2,0.6362000000000001,0.6361666666666667,0.6362000000000001,111.503213533868,1.743765018611601,0.36484273580998167
2018,Centrale,noix_de_cajou,394.3,657.1,0.6571,0.6571666666666667,0.6571,112.537690648103,1.7599428931964383,0.3733643872992741
2019,Centrale,noix_de_cajou,439.8,733.1,0.7331,0.733,0.7331,113.296929295441,1.7718163966771596,0.41375618905821493
2020,Centrale,noix_de_cajou,398.9,664.8,0.6648,0.6648333333333333,0.6648,115.222166604613,1.8019246004307703,0.36893885562196777
2021,Centrale,noix_de_cajou,427.0,711.6,0.7116,0.7116666666666667,0.7116,120.045614301505,1.8773570395181713,0.3790435090506993
2022,Centrale,noix_de_cajou,447.7,746.2,0.7462000000000001,0.7461666666666666,0.7462000000000001,129.610336993973,2.0269368436803203,0.36814171212415314
2023,Centrale,noix_de_cajou,490.8,818.1,0.8181,0.8180000000000001,0.8181,136.725018664212,2.138201197611713,0.38261132811719767
2024,Centrale,noix_de_cajou,501.5,835.8,0.8358,0.8358333333333333,0.8358,140.63893740649,2.199409788576669,0.38001103948022413
2025,Centrale,noix_de_cajou,486.9,811.5,0.8115,0.8115,0.8115,,1.0,0.8115
2026,Centrale,noix_de_cajou,538.5,897.5,0.8975,0.8975,0.8975,,1.0,0.8975
2027,Centrale,noix_de_cajou,497.3,828.8,0.8288,0.8288333333333333,0.8288,,1.0,0.8288
2028,Centrale,noix_de_cajou,510.0,850.0,0.85,0.85,0.85,,1.0,0.85
2029,Centrale,noix_de_cajou,523.6,872.6,0.8726,0.8726666666666667,0.8726,,1.0,0.8726
2030,Centrale,noix_de_cajou,523.4,872.4,0.8724,0.8723333333333333,0.8724,,1.0,0.8724
2015,Centrale,café,661.6,1102.6,1.1025999999999998,1.1026666666666667,1.1025999999999998,111.179750599295,1.7387064796489142,0.6341495893100029
2016,Centrale,café,700.7,1167.9,1.1679000000000002,1.1678333333333335,1.1679000000000002,112.608909002895,1.7610566554982903,0.6631813896240285
2017,Centrale,café,729.9,1216.6,1.2166,1.2165,1.2166,111.503213533868,1.743765018611601,0.6976857472279528
2018,Centrale,café,668.0,1113.3,1.1133,1.1133333333333333,1.1133,112.537690648103,1.7599428931964383,0.6325773434489147
2019,Centrale,café,731.2,1218.7,1.2187000000000001,1.2186666666666668,1.2187000000000001,113.296929295441,1.7718163966771596,0.6878252183948255
2020,Centrale,café,712.9,1188.1,1.1881,1.1881666666666666,1.1881,115.222166604613,1.8019246004307703,0.6593505631234355
2021,Centrale,café,780.4,1300.7,1.3007,1.3006666666666666,1.3007,120.045614301505,1.8773570395181713,0.6928357113859536
2022,Centrale,café,768.2,1280.3,1.2803,1.2803333333333333,1.2803,129.610336993973,2.0269368436803203,0.6316427687383452
2023,Centrale,café,786.8,1311.4,1.3114000000000001,1.3113333333333332,1.3114000000000001,136.725018664212,2.138201197611713,0.6133192711073133
2024,Centrale,café,798.9,1331.6,1.3316,1.3315,1.3316,140.63893740649,2.199409788576669,0.6054351521558584
2025,Centrale,café,860.3,1433.9,1.4339000000000002,1.4338333333333333,1.4339000000000002,,1.0,1.4339000000000002
2026,Centrale,café,912.3,1520.5,1.5205,1.5205,1.5205,,1.0,1.5205
2027,Centrale,café,932.4,1554.0,1.554,1.554,1.554,,1.0,1.554
2028,Centrale,café,992.4,1654.0,1.654,1.654,1.654,,1.0,1.654
2029,Centrale,café,937.3,1562.1,1.5620999999999998,1.5621666666666665,1.5620999999999998,,1.0,1.5620999999999998
2030,Centrale,café,1041.5,1735.9,1.7359,1.7358333333333333,1.7359,,1.0,1.7359
2015,Centrale,cacao,825.1,1375.2,1.3752,1.3751666666666666,1.3752,111.179750599295,1.7387064796489142,0.7909328090142537
2016,Centrale,cacao,864.1,1440.1,1.4401,1.4401666666666666,1.4401,112.608909002895,1.7610566554982903,0.8177476831899677
2017,Centrale,cacao,845.6,1409.3,1.4093,1.4093333333333333,1.4093,111.503213533868,1.743765018611601,0.8081937560154151
2018,Centrale,cacao,886.2,1477.1,1.4770999999999999,1.477,1.4770999999999999,112.537690648103,1.7599428931964383,0.8392885960732883
2019,Centrale,cacao,957.1,1595.2,1.5952,1.5951666666666666,1.5952,113.296929295441,1.7718163966771596,0.9003190189410236
2020,Centrale,cacao,924.5,1540.9,1.5409000000000002,1.5408333333333333,1.5409000000000002,115.222166604613,1.8019246004307703,0.8551412193560323
2021,Centrale,cacao,952.4,1587.3,1.5873,1.5873333333333333,1.5873,120.045614301505,1.8773570395181713,0.8454971359136804
2022,Centrale,cacao,978.8,1631.4,1.6314000000000002,1.6313333333333333,1.6314000000000002,129.610336993973,2.0269368436803203,0.8048598085759092
2023,Centrale,cacao,1096.8,1828.1,1.8280999999999998,1.8279999999999998,1.8280999999999998,136.725018664212,2.138201197611713,0.8549709924594169
2024,Centrale,cacao,1047.8,1746.3,1.7463,1.7463333333333333,1.7463,140.63893740649,2.199409788576669,0.7939857361142802
2025,Centrale,cacao,1211.3,2018.8,2.0188,2.0188333333333333,2.0188,,1.0,2.0188
2026,Centrale,cacao,1223.4,2039.1,2.0391,2.039,2.0391,,1.0,2.0391
2027,Centrale,cacao,1160.5,1934.1,1.9341,1.9341666666666666,1.9341,,1.0,1.9341
2028,Centrale,cacao,1206.8,2011.4,2.0114,2.0113333333333334,2.0114,,1.0,2.0114
2029,Centrale,cacao,1246.0,2076.7,2.0766999999999998,2.0766666666666667,2.0766999999999998,,1.0,2.0766999999999998
2030,Centrale,cacao,1358.8,2264.7,2.2647,2.2646666666666664,2.2647,,1.0,2.2647
2015,Kara,maïs,194.4,324.1,0.3241,0.324,0.3241,111.179750599295,1.7387064796489142,0.1864029402279811
2016,Kara,maïs,204.2,340.3,0.3403,0.3403333333333333,0.3403,112.608909002895,1.7610566554982903,0.19323625900253177
2017,Kara,maïs,210.7,351.1,0.3511,0.3511666666666666,0.3511,111.503213533868,1.743765018611601,0.20134593609381413
2018,Kara,maïs,234.3,390.5,0.3905,0.3905,0.3905,112.537690648103,1.7599428931964383,0.22188219942225923
2019,Kara,maïs,212.5,354.2,0.3542,0.3541666666666667,0.3542,113.296929295441,1.7718163966771596,0.19990784635714054
2020,Kara,maïs,220.7,367.9,0.3679,0.3678333333333333,0.3679,115.222166604613,1.8019246004307703,0.2041705851133002
2021,Kara,maïs,222.9,371.6,0.37160000000000004,0.3715,0.37160000000000004,120.045614301505,1.8773570395181713,0.19793784143232135
2022,Kara,maïs,265.6,442.7,0.4427,0.4426666666666667,0.4427,129.610336993973,2.0269368436803203,0.21840838375417124
2023,Kara,maïs,261.8,436.3,0.4363,0.43633333333333335,0.4363,136.725018664212,2.138201197611713,0.2040500213391191
2024,Kara,maïs,262.0,436.6,0.43660000000000004,0.43666666666666665,0.43660000000000004,140.63893740649,2.199409788576669,0.19850780071436452
2025,Kara,maïs,256.2,427.1,0.42710000000000004,0.427,0.42710000000000004,,1.0,0.42710000000000004
2026,Kara,maïs,255.7,426.2,0.42619999999999997,0.42616666666666664,0.42619999999999997,,1.0,0.42619999999999997
2027,Kara,maïs,270.0,450.1,0.4501,0.45,0.4501,,1.0,0.4501
2028,Kara,maïs,307.1,511.8,0.5118,0.5118333333333334,0.5118,,1.0,0.5118
2029,Kara,maïs,307.3,512.2,0.5122000000000001,0.5121666666666667,0.5122000000000001,,1.0,0.5122000000000001
2030,Kara,maïs,300.4,500.6,0.5006,0.5006666666666666,0.5006,,1.0,0.5006
2015,Kara,riz_paddy,282.4,470.6,0.4706,0.4706666666666666,0.4706,111.179750599295,1.7387064796489142,0.2706609801644181
2016,Kara,riz_paddy,265.0,441.6,0.44160000000000005,0.44166666666666665,0.44160000000000005,112.608909002895,1.7610566554982903,0.25075854239059076
2017,Kara,riz_paddy,282.7,471.2,0.4712,0.4711666666666666,0.4712,111.503213533868,1.743765018611601,0.27021989486586506
2018,Kara,riz_paddy,302.5,504.1,0.5041,0.5041666666666667,0.5041,112.537690648103,1.7599428931964383,0.28642974834509827
2019,Kara,riz_paddy,319.8,532.9,0.5328999999999999,0.533,0.5328999999999999,113.296929295441,1.7718163966771596,0.3007647976389615
2020,Kara,riz_paddy,311.9,519.8,0.5197999999999999,0.5198333333333333,0.5197999999999999,115.222166604613,1.8019246004307703,0.2884693398801126
2021,Kara,riz_paddy,340.0,566.7,0.5667000000000001,0.5666666666666667,0.5667000000000001,120.045614301505,1.8773570395181713,0.301860534821573
2022,Kara,riz_paddy,353.6,589.4,0.5893999999999999,0.5893333333333334,0.5893999999999999,129.610336993973,2.0269368436803203,0.29078360376035356
2023,Kara,riz_paddy,349.2,581.9,0.5819,0.582,0.5819,136.725018664212,2.138201197611713,0.2721446422581558
2024,Kara,riz_paddy,368.2,613.6,0.6136,0.6136666666666667,0.6136,140.63893740649,2.199409788576669,0.2789839361391069
2025,Kara,riz_paddy,347.5,579.1,0.5791000000000001,0.5791666666666667,0.5791000000000001,,1.0,0.5791000000000001
2026,Kara,riz_paddy,384.5,640.9,0.6409,0.6408333333333334,0.6409,,1.0,0.6409
2027,Kara,riz_paddy,380.2,633.7,0.6337,0.6336666666666666,0.6337,,1.0,0.6337
2028,Kara,riz_paddy,380.0,633.3,0.6333,0.6333333333333333,0.6333,,1.0,0.6333
2029,Kara,riz_paddy,385.1,641.8,0.6417999999999999,0.6418333333333334,0.6417999999999999,,1.0,0.6417999999999999
2030,Kara,riz_paddy,436.1,726.8,0.7268,0.7268333333333333,0.7268,,1.0,0.7268
2015,Kara,sorgho,180.1,300.2,0.30019999999999997,0.30016666666666664,0.30019999999999997,111.179750599295,1.7387064796489142,0.1726570893441528
2016,Kara,sorgho,184.0,306.7,0.3067,0.30666666666666664,0.3067,112.608909002895,1.7610566554982903,0.1741568046902042
2017,Kara,sorgho,208.2,347.0,0.347,0.347,0.347,111.503213533868,1.743765018611601,0.19899470186429363
2018,Kara,sorgho,213.7,356.2,0.35619999999999996,0.35616666666666663,0.35619999999999996,112.537690648103,1.7599428931964383,0.20239293068939496
2019,Kara,sorgho,194.7,324.5,0.3245,0.32449999999999996,0.3245,113.296929295441,1.7718163966771596,0.18314538719054801
2020,Kara,sorgho,210.4,350.6,0.3506,0.3506666666666667,0.3506,115.222166604613,1.8019246004307703,0.19456973944203057
2021,Kara,sorgho,211.6,352.6,0.3526,0.3526666666666667,0.3526,120.045614301505,1.8773570395181713,0.18781723059482375
2022,Kara,sorgho,244.5,407.5,0.4075,0.4075,0.4075,129.610336993973,2.0269368436803203,0.20104227779495093
2023,Kara,sorgho,244.4,407.3,0.4073,0.4073333333333333,0.4073,136.725018664212,2.138201197611713,0.19048721909562963
2024,Kara,sorgho,242.1,403.5,0.4035,0.40349999999999997,0.4035,140.63893740649,2.199409788576669,0.18345830872250593
2025,Kara,sorgho,232.0,386.7,0.3867,0.38666666666666666,0.3867,,1.0,0.3867
2026,Kara,sorgho,269.7,449.5,0.4495,0.44949999999999996,0.4495,,1.0,0.4495
2027,Kara,sorgho,242.3,403.8,0.4038,0.4038333333333334,0.4038,,1.0,0.4038
2028,Kara,sorgho,260.7,434.4,0.43439999999999995,0.4345,0.43439999999999995,,1.0,0.43439999999999995
2029,Kara,sorgho,262.5,437.6,0.43760000000000004,0.4375,0.43760000000000004,,1.0,0.43760000000000004
2030,Kara,sorgho,278.6,464.3,0.4643,0.4643333333333334,0.4643,,1.0,0.4643
2015,Kara,mil,205.4,342.3,0.3423,0.3423333333333333,0.3423,111.179750599295,1.7387064796489142,0.196870491947047
2016,Kara,mil,213.0,354.9,0.3549,0.355,0.3549,112.608909002895,1.7610566554982903,0.20152673617395983
2017,Kara,mil,209.3,348.8,0.3488,0.34883333333333333,0.3488,111.503213533868,1.743765018611601,0.20002695103822946
2018,Kara,mil,243.8,406.4,0.4064,0.4063333333333334,0.4064,112.537690648103,1.7599428931964383,0.23091658347043828
2019,Kara,mil,245.5,409.2,0.4092,0.4091666666666667,0.4092,113.296929295441,1.7718163966771596,0.23094943740638596
2020,Kara,mil,241.1,401.8,0.4018,0.4018333333333333,0.4018,115.222166604613,1.8019246004307703,0.2229838029315684
2021,Kara,mil,258.6,431.0,0.431,0.43100000000000005,0.431,120.045614301505,1.8773570395181713,0.22957806689270854
2022,Kara,mil,237.9,396.6,0.3966,0.3965,0.3966,129.610336993973,2.0269368436803203,0.19566470521098783
2023,Kara,mil,249.6,416.0,0.416,0.416,0.416,136.725018664212,2.138201197611713,0.19455605976867646
2024,Kara,mil,276.6,461.0,0.461,0.461,0.461,140.63893740649,2.199409788576669,0.20960168604975274
2025,Kara,mil,255.7,426.2,0.42619999999999997,0.42616666666666664,0.42619999999999997,,1.0,0.42619999999999997
2026,Kara,mil,304.5,507.6,0.5076,0.5075,0.5076,,1.0,0.5076
2027,Kara,mil,284.6,474.3,0.4743,0.4743333333333334,0.4743,,1.0,0.4743
2028,Kara,mil,288.1,480.1,0.4801,0.4801666666666667,0.4801,,1.0,0.4801
2029,Kara,mil,303.8,506.4,0.5064,0.5063333333333333,0.5064,,1.0,0.5064
2030,Kara,mil,311.1,518.4,0.5184,0.5185000000000001,0.5184,,1.0,0.5184
2015,Kara,manioc,108.6,180.9,0.1809,0.181,0.1809,111.179750599295,1.7387064796489142,0.10404286296588022
2016,Kara,manioc,108.0,180.0,0.18,0.18,0.18,112.608909002895,1.7610566554982903,0.10221136238746906
2017,Kara,manioc,113.2,188.6,0.1886,0.18866666666666668,0.1886,111.503213533868,1.743765018611601,0.10815677455794173
2018,Kara,manioc,113.4,189.0,0.189,0.189,0.189,112.537690648103,1.7599428931964383,0.10738984811986427
2019,Kara,manioc,131.2,218.7,0.21869999999999998,0.21866666666666665,0.21869999999999998,113.296929295441,1.7718163966771596,0.12343265386309044
2020,Kara,manioc,123.1,205.1,0.2051,0.20516666666666666,0.2051,115.222166604613,1.8019246004307703,0.11382274261141034
2021,Kara,manioc,121.9,203.2,0.2032,0.2031666666666667,0.2032,120.045614301505,1.8773570395181713,0.1082372695883953
2022,Kara,manioc,141.3,235.6,0.2356,0.23550000000000001,0.2356,129.610336993973,2.0269368436803203,0.11623450465887225
2023,Kara,manioc,128.6,214.4,0.2144,0.21433333333333332,0.2144,136.725018664212,2.138201197611713,0.10027120003462557
